Nome da música,Id da música,Características,Valores
Guerra santa,7MgvOjk0edPV8JdRV4Kaax,Dançabilidade,0.741
Pop Wu Wei,5KXsYABlI1eVwMvYtF6E2h,Dançabilidade,0.811
O lugar do nosso amor,2DyQnCRNAk5XH7AJCwCGFQ,Dançabilidade,0.778
De ouro e marfim,73ijzDdykubVfRXR0tb9Js,Dançabilidade,0.834
Com que roupa?,7FAJEzjsbMLnRiwTZiXcOg,Dançabilidade,0.782
Guerra santa - Acid Jazz Mix,5Vxbv8oo629Xf0iOpACEX8,Dançabilidade,0.783
Vendedor de caranguejo - Chemical Mix,3oZlX5eJx8pshy32Ohbtbq,Dançabilidade,0.778
Vendedor de caranguejo - Cemichemichango,7uCMSGhCDNBBPGJOleZsZR,Dançabilidade,0.793
Quanta,764UYor0rIGEl9vVfPNuQn,Dançabilidade,0.708
Ciência e Arte,1pawdAD6zFgHrFszjCBv2B,Dançabilidade,0.709
Dança de Shiva,6ZuuxhJcrL7d2BhfGbYytp,Dançabilidade,0.658
Vendedor de Caranguejo,2BO339kbrFP9iHIySXeL9K,Dançabilidade,0.724
Água Benta,4uqZkWRqWOwmCX9vunAY2F,Dançabilidade,0.752
Opachorô,7dwO04aWUeY9EpWCBEkmzc,Dançabilidade,0.63
Graça Divina,0M9uuThvB395Ry0MiQDlTR,Dançabilidade,0.706
Pela Internet,6x8wP652O5uSpRfUGmxGRe,Dançabilidade,0.669
Guerra Santa,4EHaYbqfGENvlCxWBzceVj,Dançabilidade,0.743
"Objeto Sim, Objeto Não",0hi0F3urXN0ekwLpERxgXs,Dançabilidade,0.745
A Ciência em Si,5LfrnxyghikaQukNCDwTmr,Dançabilidade,0.46
Átimo de Pó,3JGgENbQ0QCpUXsRqaY8sD,Dançabilidade,0.377
Labirinto,1kWfKS5aF4LG0BLFk2aXws,Dançabilidade,0.64
Fogo Líquido,2x7x6x8mXnMXxseRhwNbr6,Dançabilidade,0.743
O Lugar do Nosso Amor,1e3t233MROBz6wb8dalJdo,Dançabilidade,0.789
De Ouro e Marfim,2g5A8G3DccDOjaC51fpKgd,Dançabilidade,0.838
Sala do Som,2dOQydb3E4hCWYLr4DHCyN,Dançabilidade,0.767
Um Abraço no João,6VVYb445H18WF5auw1xO4T,Dançabilidade,0.579
O Mar e o Lago,6HVmbFdJStI23VqavRM67n,Dançabilidade,0.778
La Lune de Gorée,5XhCRiVb5rQlJ2bxYADaXz,Dançabilidade,0.726
Nova,6474bSXDLab0qTtqdtQrqk,Dançabilidade,0.799
Objeto Ainda Menos Identificado,3QxOeMcdddW4s0fQHdTUgA,Dançabilidade,0.488
Graça divina,2FPoJP9oWeVtvUHbf0w1eh,Dançabilidade,0.703
"Objeto sim, objeto não",38zmwxC9pf5zUaD1HYq6Zg,Dançabilidade,0.748
A ciência em si,6IKDNTMnXRdWn2V8fyxPiC,Dançabilidade,0.459
Átimo de pó,2976Z35htAD14APwDD00n6,Dançabilidade,0.373
Fogo líquido,0206qr4bsxYkxoqNu8RmVQ,Dançabilidade,0.737
Sala do som,4jgDpLtTspai9e34vOsoMS,Dançabilidade,0.768
Um abraço no João,1tnt4t84V9uvMRA4nEEUJm,Dançabilidade,0.58
O mar e o lago,7CY08yBS0tJJIv0JTy7ZMN,Dançabilidade,0.779
La lune de gorée,1ITYFoEdWRblc2aMvio10S,Dançabilidade,0.725
Objeto ainda menos identificado,5mCjXOK52qlRjJuKBCRyHW,Dançabilidade,0.487
Dança das Mulheres,04eE5ONl9llzcLYoUHEk7A,Dançabilidade,0.435
Lamento das Mulheres,0C8GSzBRsPVRkdTqMEX0hU,Dançabilidade,0.29
Dança dos Homens,5Z0yVgewZZKt654QqrgTeP,Dançabilidade,0.484
Dança da Água e da Paz,7cO6JrzJGGSe8PdgkozWnF,Dançabilidade,0.775
Oração,7EVTCL9WSQWY0By1aR7X5k,Dançabilidade,0.375
Tenho sede - Ao vivo,1yfOnI5gCHprIV0sRCmOWt,Dançabilidade,0.502
Refazenda - Ao vivo,76hhPKeoRf0sOTm5EkAgct,Dançabilidade,0.686
Realce - Ao vivo,75KkSXUq1P0E3ZVdlftOPT,Dançabilidade,0.753
A paz - Ao vivo,5jKg6K5LjLH4RkVpxXqO6W,Dançabilidade,0.626
Beira mar - Ao vivo,3vvLAI77LvxGIhPZG3kKZb,Dançabilidade,0.507
Parabolicamará - Ao vivo,3fuli13Vsk3Dz59N3rUluT,Dançabilidade,0.581
Tempo rei - Ao vivo,7Av0b1gJAXFnYuWCoUoGPU,Dançabilidade,0.612
Sítio do Picapau Amarelo - Ao vivo,7M6d5VQrPyUJCFC5F2nbIB,Dançabilidade,0.735
Haiti,2FMucD9ktscsV6CaY4eFQq,Dançabilidade,0.838
Cinema Novo,6nZva1HKMHFIfjzOyyEWul,Dançabilidade,0.535
Nossa Gente (Avisa Lá),3xfzxevnp9zYod1vAvhOER,Dançabilidade,0.698
Rap Popcreto,3KRJ6LADWJuNdhL0RUawFI,Dançabilidade,0.487
Wait Until Tomorrow,4CpnGrQUCGJFWubmlh9vmF,Dançabilidade,0.833
Tradição,6wYUp1k9m2HJ1hnroLBRf4,Dançabilidade,0.617
As Coisas,2RLR5uP6yj10NYmODuL2ak,Dançabilidade,0.905
Aboio,19fPTmJbFba5Y7BC8lagQs,Dançabilidade,0.515
Dada,1jkjSb4eafbvcBbg7BoXtD,Dançabilidade,0.657
Cada Macaco No Seu Galho (Cho Chuá),2MMdwk3rBWerrRUeDLtvHu,Dançabilidade,0.666
Baião Atemporal,19NO8LS5RVhZvS2Ldj1eUT,Dançabilidade,0.506
Desde Que O Samba É Samba,26OTzXhJuLqUNzPo0nJ6ug,Dançabilidade,0.635
Chororô - Ao vivo,1uP4KMYUNuF4i4B6tgpu3w,Dançabilidade,0.449
"São João, xangô menino - Ao vivo",1XijP4MSkJtQjaeSS8M1pw,Dançabilidade,0.579
Ela - Ao vivo,4G1oG3EPgE7KXxcb2B4ocA,Dançabilidade,0.604
Batmakumba / Exaltação à Mangueira - Ao vivo,4E7mP29wPeJkcTViGX1rrp,Dançabilidade,0.525
Procissão / Atrás do trio elétrico / Mamãe eu quero - Ao vivo,1yLNTrhZw3S26o2PXmKlMI,Dançabilidade,0.378
Triolê - Jam Session,47LSRTf1H456Hfq6gAKcAy,Dançabilidade,0.313
"Madalena (Entra em beco, sai em beco)",5bVGTICsznWAH1fESG7DwF,Dançabilidade,0.714
Parabolicamará,2o9IlFNQ5OwwTrelARyePv,Dançabilidade,0.723
Um sonho,05Do3l9QjtZvFYfGXAavoE,Dançabilidade,0.481
Buda nagô (feat. Nana Caymmi),50FM2xND54LNp60hKUrvjJ,Dançabilidade,0.724
Quero ser teu funk,7fTgSOO1GFx61kHmNIJ64k,Dançabilidade,0.728
Neve na Bahia,52AerYGkYzDBKlk44ydYgP,Dançabilidade,0.74
Yá Olokun,3tgOW8zFrx9dHoMVusbKxf,Dançabilidade,0.659
O fim da história,7LvyPqxPr1C1dKwdedLSmt,Dançabilidade,0.687
De onde vem o baião,4p9UXfBJn0YhLsBLq36Hy7,Dançabilidade,0.622
Falso toureiro,4RBHr4NqrPHvIxP5HNqEIR,Dançabilidade,0.729
Sina,1NePKmGrOhIeUkjNC7kDbF,Dançabilidade,0.767
O eterno Deus Mu Dança (feat. Ed Motta),7MccfvXeBz1bLdEUgXpPQp,Dançabilidade,0.549
Mulher de coronel,1B6LyABXGegZe2TuHQrSi0,Dançabilidade,0.61
"De Bob Dylan a Bob Marley, um samba provocação",2Y2gyp3hT3sqcwgBUW1j1a,Dançabilidade,0.778
Cada tempo em seu lugar,4384zrfmWYnD53AdSvG1P9,Dançabilidade,0.299
Do Japão,0AzDxmIIPVGLPn4GcPvQvr,Dançabilidade,0.598
Mon tiers monde,0sXfZjd7t61Q9ZFj6w7MET,Dançabilidade,0.644
Amarra o teu arado a uma estrela - Ao vivo,2mEifFxmWgvphpCoDX2DCA,Dançabilidade,0.655
Réquiem para mãe menininha do Gantois,3nq2tNxuE5HkSjQ0dOB9DU,Dançabilidade,0.695
Toda saudade,4Apy1HVL7jtfw2VrA1CK7n,Dançabilidade,0.315
O eterno Deus Mu Dança - Radio Version,7222hPJFbla2xA3IVhvr4x,Dançabilidade,0.608
O eterno Deus Mu Dança - Club Version,6fCIZrcDMx3iM9329Q7NgC,Dançabilidade,0.693
O eterno Deus Mu Dança - Per Capella,29dnIGXootoCwKPxx824RN,Dançabilidade,0.758
Domingo no Parque,1NOMlCjliC0b8UvnWQiboN,Dançabilidade,0.349
Soy Loco por Ti América,0wXl9HaX7rQPKDOmgS78Pm,Dançabilidade,0.423
5 Mamma,0jFM2l1Z0y9eewMB19FhGW,Dançabilidade,0.424
Cores Vivas,1qhKhdOBio2bTQwPaN27g9,Dançabilidade,0.395
Só Chamei Porque Te Amo,1OrsA03UFjxcBdOaN4gO8S,Dançabilidade,0.519
Filhos de Ghandi,2CdaROLhqBSotnHHDtVfaE,Dançabilidade,0.476
Palco,5uyEsGgM5zY54aGxGPiofD,Dançabilidade,0.5
Mar de Copacabana - Bonus Track,22OqpIjyycQ9LecI0a7QOH,Dançabilidade,0.716
Mico Preto - Bonus Track,3mJSwp21ypNv59nZnRjzgF,Dançabilidade,0.697
Amarra o Teu Arado a uma Estrela - Bonus Track,0jwJKglcjBZZNbH5fQDr17,Dançabilidade,0.559
Aquele abraço,3pxPB7Gxt0n020YOg8jouJ,Dançabilidade,0.836
Vida,1QilxSvPKiDPMjEnQUGLwj,Dançabilidade,0.675
Mamma,7ikKsj7bLaJE8clSM7E2i6,Dançabilidade,0.767
"Soy loco por ti, América",0KwfOfWa6yNMjhr5BQs3jY,Dançabilidade,0.775
Jubiabá,3PdKFeBs0il4srUae72dCf,Dançabilidade,0.756
Mar de Copacabana,1NJ6JLTA6pfizPgYmdfrhP,Dançabilidade,0.746
Mardi Dix Mars,7FvgVtycEwf1hKporUuhYi,Dançabilidade,0.695
Quarto mundo,6USOJ0PXzQjpY7QNGGao6u,Dançabilidade,0.737
Lindinalva,2oSQEj9UNTYwHjMREoPTb4,Dançabilidade,0.427
Samba de roda - Instrumental 1,7fkvdbWVLMQtX07dppVkhF,Dançabilidade,0.514
Samba de roda - Instrumental 2,6Mp0wodLtPbHJyz099p9P3,Dançabilidade,0.715
Músicas incidentais,6soo2NxVvYIoFbfwK5ke07,Dançabilidade,0.513
Abertura / Realce - Ao vivo,4orIIJTQcFuxlG3MDLvaC2,Dançabilidade,0.521
Oriente - Ao vivo,4a4eSCpeKoYVv7xxzpBUos,Dançabilidade,0.519
Flora - Ao vivo,4gkum6RKPF6wV8H7PlUgxf,Dançabilidade,0.456
Sarará miolo - Ao vivo,11dPp3gqkktLhRAOpvYzRo,Dançabilidade,0.583
Banda um - Ao vivo,3habaUaQFFADcXlXfUj8P0,Dançabilidade,0.517
Touche pas à Mon Pote - Ao vivo,4gpNs3p2tGe3VagGwSGYdn,Dançabilidade,0.578
"Não chores mais (No Woman, No Cry) - Ao vivo",6e6KZEjDX6rx75FtoQILpV,Dançabilidade,0.398
"Abertura: minha ideologia, minha religião",0yeIalpxCxj9FEEF2ZI8NP,Dançabilidade,0.582
Nos barracos da cidade (Barracos),2BU8O9fC96OeL2xq1IfJc5,Dançabilidade,0.832
"Roque Santeiro, o Rock",3QfAkJ9BmCS7nazmBb78Sd,Dançabilidade,0.606
Seu olhar,6HFx8qZdApWqOkGtlXJnfV,Dançabilidade,0.794
Febril,1z0jtSUpo3cAuynLkoqxNH,Dançabilidade,0.587
Touche Pas à Mon Pote,29C2OU9a4PU796hG5LCPeA,Dançabilidade,0.714
Logos versus Logos - Remix,2nMz24yzxfyZAeYg7VjTtb,Dançabilidade,0.789
Oração pela libertação da África do Sul,699R54DeeVaDU6Ti6OiEa4,Dançabilidade,0.855
Clichê do clichê,1C31BmnU71TogrfLSRhZD1,Dançabilidade,0.72
Duas luas,4tzKXUbOZQI3IJwzpUu9QF,Dançabilidade,0.69
"Final: minha ideologia, minha religião",2zqbW5zIuwqnkjP3e6mcfo,Dançabilidade,0.579
Oração pela libertação da África do Sul - Remix,3Xh1CdIGQiZc7k9avoNN3q,Dançabilidade,0.757
Logos versus logos,70FigXYbNTCy0fSJCShhhI,Dançabilidade,0.813
Nos barracos da cidade (Barracos) - Remix,6qUvoklN7k5nsJ0ao70zlD,Dançabilidade,0.885
Nos barracos da cidades (Barracos) - Ao vivo,5ZhsF5ZN1vBRQzcoOzRL2n,Dançabilidade,0.687
Seu olhar - Ao vivo,3f9aPvTB0bWIDuAsG4AS2Q,Dançabilidade,0.525
"Quilombo, o el dorado negro",6uCIYjXl2V5hCzs6cM0Xid,Dançabilidade,0.661
Ganga Zumba (O Poder da Bugiganga),19LcckvlyaNadqi11s2Ffv,Dançabilidade,0.483
Chegada em palmares,24oYiI6A92avrcYcBrSQs8,Dançabilidade,0.565
Despedida de giangia,0mSUnBVbiyo5VFfGTsowAe,Dançabilidade,0.584
Alujá do Rei Xangô,6Ss44J6cu2i7QXanYPOE6s,Dançabilidade,0.585
Zumbi (A Felicidade Guerreira),3zD6X6ZrD8WMUuTgnyR14W,Dançabilidade,0.444
"Dandara, a flor do Gravatá",0POWcKxsri2zjhMddH2J6L,Dançabilidade,0.847
Festa do cometa,3XgB17yH9Rnj4RSVxBpeSV,Dançabilidade,0.76
Saída para a guerra,1UinEVnCprINJkwlF4TBEU,Dançabilidade,0.758
Tambores esquentam / Namba dança,21hula845RIdPKts7XNNFC,Dançabilidade,0.672
"Namba dança, a gangamorada (feat. Nara Gil)",76mDMurEeX5TLLYcny91Rm,Dançabilidade,0.84
Fuga no canavial,2ctJUdCYOBCXG5ojNklB7c,Dançabilidade,0.705
Cérebro eletrônico,4C5d7OySzFnO3LJAEiEs3i,Dançabilidade,0.647
Geléia geral,2HrocmoGvXltItP4LtueVH,Dançabilidade,0.813
A raça humana,4eHzMSUagfMC45ddu8fKCI,Dançabilidade,0.178
Extra II (O Rock do segurança),5DWZpXvoUJNaNEZULrqugu,Dançabilidade,0.733
Feliz por um triz,0hEweNyYTTPOBYJ2eignGc,Dançabilidade,0.544
Pessoa nefasta,2kVPGYJUEmpGsP72ZK4yzF,Dançabilidade,0.619
Tempo rei,4GaulhiIcgaAnwxJOot9xw,Dançabilidade,0.65
Vamos fugir (Participação especial de The Wailers),0Lcycsddsg3T9F9sqDTWgx,Dançabilidade,0.732
A mão da limpeza,7M8NmxCUX8O5W7dtU9zxua,Dançabilidade,0.814
Índigo blue,7rCPMBZ7YWjF2qXjXcNM5v,Dançabilidade,0.869
Vem morena,7riwJSPNPgy9QhRyZ5MaBL,Dançabilidade,0.676
Vamos fugir (Gimme Your Love),4Ulz7tPZnuXymtbCVKlhZ1,Dançabilidade,0.736
Vamos fugir - Instrumental,7cDm1HWSNs7uuGQ2kIxKvm,Dançabilidade,0.749
Pessoa nefasta - Instrumental,4yIF3qQtlcK64ajTnrJ68Z,Dançabilidade,0.547
Pessoa nefasta - Remix,0OzugE0GV3LMC0MxcNJwQx,Dançabilidade,0.51
Extra,3GS0CICQvKGCQcI7lNalcT,Dançabilidade,0.741
Elá poeira,2VjKaox4b3ivE958c4JdtC,Dançabilidade,0.781
A linha e o linho,5J9Xzqe3CiBPBbs67TA8nL,Dançabilidade,0.357
Preciso de você,58XjGsoamz0CxeI8mRsurt,Dançabilidade,0.702
Punk da periferia,2pqPSL5aRAW4cluteEgCIS,Dançabilidade,0.802
Funk-se quem puder,0VOTHJFg4WNqO08vyu7usH,Dançabilidade,0.533
Dono do pedaço,0LVpXzzBOHdDU1nIRXMkil,Dançabilidade,0.809
Lady Neyde,4re6Lya641Xp89FpcE2EfL,Dançabilidade,0.696
O veado,6FZVResAXVYYMGQpcrs4C7,Dançabilidade,0.297
Elá poeira - Remix,4OJSdmdxQsaqy3UHeWGKVP,Dançabilidade,0.798
Punk da periferia - Instrumental,4L2E9M1fi4ZGr0D90GHBRc,Dançabilidade,0.828
Punk da periferia - Primeira versão,05WMgik8t9XsYJutcxKRHe,Dançabilidade,0.909
Funk-se quem puder - Primeira versão,5NaJUrxbBdxbNyq2U5bjOt,Dançabilidade,0.769
O veado - Primeira versão,04z4VpGyfqBnr54UHXFcHW,Dançabilidade,0.902
Banda um,1SLrBTVPmeRlWlTAtrXEKi,Dançabilidade,0.675
Afoxé é,5rcPJtD4fFl60HoSqAEcWP,Dançabilidade,0.718
Deixar você,117pf5wgOdGxErNTQL3Fn8,Dançabilidade,0.725
"Pula, caminha",3nh037riX8P0v4ncCN96ul,Dançabilidade,0.771
Andar com fé,2BvDFQOl4JieEGK2cgKOey,Dançabilidade,0.774
Drão,2MddJi3XeknnPQ0cyfLLIA,Dançabilidade,0.777
Esotérico,0tVxzsIpzTIj41DTHAvFxs,Dançabilidade,0.855
Menina do sonho,6gc4d4ai3wOepYlD5UcpGq,Dançabilidade,0.618
Ê menina,1mJWA9zrtaqwrB1glaHmzh,Dançabilidade,0.705
Nossa,3VyloXuok8BFg0JOfjvNbj,Dançabilidade,0.482
Afoxé é - Primeira versão,0mPJUyreiRiauN66P8D8Jm,Dançabilidade,0.861
Deixar você - Primeira versão,60p2MeyYfIOSMdk5CefXjT,Dançabilidade,0.805
Esotérico - Primeira versão,1cBzDzzx21b28P34lSAQN0,Dançabilidade,0.924
Banda um - Primeira versão,1hPfxIfV7cZrLnS25PSHMh,Dançabilidade,0.81
Ê menina - Primeira versão,4P4EomSWKSH1A4RhiSP1iZ,Dançabilidade,0.842
Esotérico - Regravação Take 01,0GQLDLMAVibr9KuiiYSUUT,Dançabilidade,0.879
A gente precisa ver o luar,7Bti8IVSSLxu5ckQ8q4CgN,Dançabilidade,0.72
Sonho molhado,0uJC6imUq4NHO5kC027d2L,Dançabilidade,0.59
Lente do amor,4vJVjpJVL8mMbG3trIVpLS,Dançabilidade,0.728
Morena,7sWRrd2ElEL0QEOrHR0emK,Dançabilidade,0.739
Cara cara,6E8i7iI0po4ORPLF41wXZ4,Dançabilidade,0.844
Cores vivas,7Kt6S5FOnNwW1wmn7RKcCc,Dançabilidade,0.595
Axé babá,2kiHdq4DVwi8ihkgOtfSq1,Dançabilidade,0.565
Flora,2d6HUjRD2N6WoO9jWc76Jw,Dançabilidade,0.432
Se eu quiser falar com Deus,6Sj2drUiLIkSap1jKrIqT5,Dançabilidade,0.295
"Marcha da tietagem (feat. Dodô & Osmar, As Frenéticas)",5q6bKjjn94Zci5bs1Dxh0y,Dançabilidade,0.546
Corações a mil,0lGR0SYHflcAddR0QaZFOH,Dançabilidade,0.747
Cores vivas - Ao vivo,4xGIgyy0mC2jRqmBfl3Rx2,Dançabilidade,0.609
Realce,6991iMrfqqHjYSPzsobNeW,Dançabilidade,0.606
"Superhomem, a Canção",5AJJz1Z5M3aVivjd3DTaYF,Dançabilidade,0.376
Marina,6rj71NhynREklDQArZZO3k,Dançabilidade,0.65
Toda Menina Baiana,0ENvhTTww1MVOulrzuxSmu,Dançabilidade,0.692
Logunedé,7yx0UU7RjwJkKkMuG0fsdb,Dançabilidade,0.67
Não Chore Mais,6ORtRFCBdGGsPtMU09wtE8,Dançabilidade,0.447
Macapá - Bonus Track,7JFmDgRCZMxWLD9LkmLFtW,Dançabilidade,0.63
Acertei no Milhar - Bonus Track,4n4UubMOKtZ7p2ZyZLpdeN,Dançabilidade,0.656
Senhor Delegado - Bonus Track,5zvrHL1fITX3gJkQnGYuGX,Dançabilidade,0.525
Escurinho - Bonus Track,3rIdq9ozT0UKFGAnSKMxsV,Dançabilidade,0.521
Minha Nega na Janela - Bonus Track,6F29p34QSMEqIeSQ2uGztY,Dançabilidade,0.471
A Situação do Escurinho - Bonus Track,3iFnpffo8liYe1XvEzrCHY,Dançabilidade,0.616
Samba Rubro-Negro (O Mais Querido) - Bonus Track,3FlVb8xqQigqjt5qF8s2k2,Dançabilidade,0.528
Goodbye My Girl,5kLByJY3DR9ZqnsWhnUQIO,Dançabilidade,0.766
Ella,1ZMLojLWTXyW9SqRXsCOB1,Dançabilidade,0.694
Here And Now,2nVjDU02DU54p6lrscXVE9,Dançabilidade,0.713
Alapalá (The Myth Of Shango),7fREw3YEAbOUh2Sqo4hM9M,Dançabilidade,0.728
Maracatu Atômico,2kZDs0Cuo9utZEAdwvmzNf,Dançabilidade,0.678
Move Along With Me,7eWjTtfgFfZ7OYlMeHHuYn,Dançabilidade,0.602
Nightingale,437dlURhXGc2qSEPVYsDze,Dançabilidade,0.39
Chuck Berry Fields Forever - Ao Vivo,18xA2gThKb1ve1HbetnOfd,Dançabilidade,0.601
Chororô - Ao Vivo,69XTw4ewd6mQn0k2RzeOj1,Dançabilidade,0.448
Respeita Januário - Ao Vivo,0iPjrGj9TwV6F5T3AFPtTE,Dançabilidade,0.428
Ela - Ao Vivo,6fRBL1yXC7nyWXU9S5F6S9,Dançabilidade,0.604
Batmakumba / Exaltação À Mangueira - Ao Vivo,2StN2mqTZzyihmq1hf6MRa,Dançabilidade,0.533
Procissão / Atrás do Trio Elétrico / Mamãe Eu Quero - Ao Vivo,68nu5w9b1vI3fBqcbtkbPg,Dançabilidade,0.378
Triolê - Jam Session ao Vivo,6cF3AG8IVesNr5zR3GwgiL,Dançabilidade,0.31
Refestança - Ao Vivo,1JJiloNCBMGJuANMNhlNPr,Dançabilidade,0.504
É Proibido Fumar - Ao Vivo,7C6l6UEYfsxqpNEzwYMU0e,Dançabilidade,0.433
Odara - Ao Vivo,1noR56NNYblmqSFYiiBOhl,Dançabilidade,0.528
Back In Bahia - Ao Vivo,5W1S4q97CSecUYG98aThmx,Dançabilidade,0.661
Giló - Ao Vivo,5tg2mFGBPA0HjOB7hVj3Se,Dançabilidade,0.594
Ovelha Negra - Ao Vivo,3ASCayUd5AXMpi0GqJ3Z9u,Dançabilidade,0.304
Eu Só Quero Um Xodó - Ao Vivo,5H20zwBZEHezNHkRUcwAEM,Dançabilidade,0.527
De Leve - Ao Vivo,09jMOKzZYxvVAvWWg8ljt7,Dançabilidade,0.522
Arrombou A Festa - Ao Vivo,47xuNBjsmaXxAb32T1YK0O,Dançabilidade,0.56
Refestança - Ao Vivo / Reprise,5PayCIH9AUftlqOIjyCOxc,Dançabilidade,0.475
Ninguém Segura Este País,1cjDEvOrNhMcD3XY6w1JKf,Dançabilidade,0.592
Satisfação,43rUtGy9nBhH3Q3bHyUpie,Dançabilidade,0.738
"Ha, Ha, Ha",0XWNJm6BYfgCAmNQ6ixyEU,Dançabilidade,0.544
"Tiu, Ru, Ru",248wmlLCEX96JiTtO3bPXx,Dançabilidade,0.522
É,6opGZKDAfhhu4FabsZLrrS,Dançabilidade,0.637
Ela,70ctQzBQmXnX5lnHfm2EFp,Dançabilidade,0.643
Tenho sede,1KUAQejqLmMNXm4cIxAke6,Dançabilidade,0.393
Refazenda,4NzY5auu3oohqRKDPZxKEF,Dançabilidade,0.59
Pai e mãe,7hnkJ0iOMDmBv26XkYh0pZ,Dançabilidade,0.494
Jeca total,2zqDnKKewT9yOGBxuNOktN,Dançabilidade,0.832
Essa é pra tocar no rádio,0oKdRo3PnJEblu8B6gW3bY,Dançabilidade,0.672
"Ê, povo, ê",0RMwfczx6A7dYUB4Q4q2nf,Dançabilidade,0.395
Retiros espirituais,4m50HRfae0bLJnbnJZexyn,Dançabilidade,0.47
O rouxinol,0XaX67K7N1T8973AZK2lAD,Dançabilidade,0.524
Lamento sertanejo - Forró do Dominguinhos,6pxYLrq62hxOHzU5XL6S2x,Dançabilidade,0.708
Viramundo - Ao Vivo,6uAu4oTQQqJwcMmhARoVkc,Dançabilidade,0.558
Baby Hippie - Ao Vivo,5SkNJUtNpqiJsxZdX2lwM6,Dançabilidade,0.525
Músico Simples - Ao Vivo,0jP4dp0r7Q63PYDt6IzeK6,Dançabilidade,0.597
Lamento Sertanejo - Ao Vivo,66dyShu6mWDReEuKjHaZGt,Dançabilidade,0.74
Planeta dos Macacos - Ao Vivo,4QMzYio2ipz16HCr3gdhyV,Dançabilidade,0.6
A Gaivota - Ao Vivo,2PnivM84Fpuqt0NxoQQ5HV,Dançabilidade,0.427
Queremos Saber - Ao Vivo,6kfsTjxYThSAYFytZi7xMM,Dançabilidade,0.691
A Sociedade Afluente - Ao Vivo,4SjKQqDNk6nR0pLUVbk73y,Dançabilidade,0.643
Cada Macaco no Seu Galho - Ao Vivo,1WqG0yibo7bn1HLDMRzp84,Dançabilidade,0.5
Ele e Eu - Ao Vivo,6XaFzWZMG7LiZazRjJxLe6,Dançabilidade,0.629
"Objeto Sim, Objeto Não - Ao Vivo",1uI7je79F43KbPY0EsM41A,Dançabilidade,0.698
Procissão - Ao Vivo,4Tzt3i3Cr0wKH4SSIGqD0x,Dançabilidade,0.602
O Bom Jogador - Ao Vivo,7nlPZVn6YNKYktI9Ws4ajd,Dançabilidade,0.561
Brand New Dream - Ao Vivo,5mjnIiMRibyNDot7QqaVEK,Dançabilidade,0.537
Meu Glorioso São Cristovão,6dmbrQubLeaUcudXEsPdDW,Dançabilidade,0.429
Nêga,2wVAli5Mb3FFE25WMg41FH,Dançabilidade,0.381
Jurubeba,0A0GgWBvBlaQ6uBLmoobv7,Dançabilidade,0.29
Quem Mandou (Pé Na Estrada),6PQwpdVsx0zAJkiUxP62So,Dançabilidade,0.359
Taj Mahal,0dtpc0QqJ3FIgvmIHHmn9I,Dançabilidade,0.431
"Morre O Burro, Fica O Homem",4SygMOOy04okiuzz7ueOaq,Dançabilidade,0.269
Essa É Pra Tocar No Rádio,2GYVxuXTVXfD5PKJn0rwAG,Dançabilidade,0.611
Filhos De Gandhi,0ILb6D3mHmpzw5uJGARuat,Dançabilidade,0.367
Sarro,2InVet83TiKKaP39UFeAfC,Dançabilidade,0.677
João Sabino - Ao Vivo,3EjbRNvxfgEh3IqidQDrCI,Dançabilidade,0.489
Abra o Olho - Ao Vivo,2bHlzh32V7dASiyf5sjQP0,Dançabilidade,0.703
Lugar Comum - Ao Vivo,5MF4WnkErowBw2uYS3Efds,Dançabilidade,0.459
Menina Goiaba - Ao Vivo,4I7Slcjj2Z7Nm5dhtu33gS,Dançabilidade,0.439
"Sim, Foi Você - Ao Vivo",68FG04tl9aJOOinvWvv0qW,Dançabilidade,0.434
Herói das Estrelas - Ao Vivo,3XBVe1vNT9MA7dBSiTSjHO,Dançabilidade,0.707
Cibernética - Ao Vivo,4DnH2PoLBNAfiP6hsLEi8w,Dançabilidade,0.661
Dos Pés a Cabeça - Ao Vivo,6xQGNqhjrwCxF889u1sTtq,Dançabilidade,0.563
O Compositor Me Disse - Ao Vivo,7e0fv5yVp9xptZ4Ut4bVCO,Dançabilidade,0.494
Copo Vazio - Ao Vivo,4efJRYO725mIxDtZoQLk6l,Dançabilidade,0.573
Dia de Festa - Ao Vivo,7fL94zmrcQRZhpSPbiMtaW,Dançabilidade,0.377
Quem Nasceu,1RFT06cfiRnG5paPEBYEOs,Dançabilidade,0.555
De Noite Na Cama,5hs3HdOVAFjpvXkNkPppn4,Dançabilidade,0.616
O Conteudo,08atisrQRMYy7YpD1MbzF3,Dançabilidade,0.639
Terremoto,4u5UQARJeVubo6EEDLLN6k,Dançabilidade,0.597
O Relogio Quebrou,1kczcHWnVkooQJWUKNGseu,Dançabilidade,0.648
Cantiga Do Sapo,48U7MNRBs7NgA9hUZvp0cj,Dançabilidade,0.617
Acontece - Ao Vivo,0HQSUqyEv3IY3O35DqY4wp,Dançabilidade,0.588
Felicidade (Felicidade Foi Embora) / Luar Do Sertão,1MBLDt45Bg4Ol6F9PEdTN8,Dançabilidade,0.519
Apresentação - Ao Vivo,05JwdYzM79i3iR7QJ802pT,Dançabilidade,0.504
Chiclete Com Banana - Ao Vivo,7kNrkY8kb7qXEK0Gp4ARIQ,Dançabilidade,0.621
