name,letras_id,url,text,individualScrape,windowPageArgs,views,lyrics
Samba,345131,https://www.letras.com/gilberto-gil/345131/,Samba de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Samba"",""url"":""345131""}', 'views': 45, 'lyrics': 'Vem da sua tristeza o meu amor\nVem da sua amargura o meu viver\nVem da sua frieza o meu calor\nVem de tudo que é seu, vem de você\n\n\nSeu olhar é triste, e mesmo assim\nFaz, alegre, o meu coração saltar\nO seu beijo é tão frio, mas enfim\nFaz meu ser de amor queimar\n\nMeu benzinho, deixe de chorar\nMeu benzinho, deixe de sofrer\nMeu benzinho, viva para amar\nPois a vida ainda tem\nBelas coisas pra lhe dar'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Samba"",""url"":""345131""}",45,"Vem da sua tristeza o meu amor
Vem da sua amargura o meu viver
Vem da sua frieza o meu calor
Vem de tudo que é seu, vem de você


Seu olhar é triste, e mesmo assim
Faz, alegre, o meu coração saltar
O seu beijo é tão frio, mas enfim
Faz meu ser de amor queimar

Meu benzinho, deixe de chorar
Meu benzinho, deixe de sofrer
Meu benzinho, viva para amar
Pois a vida ainda tem
Belas coisas pra lhe dar"
Samba de Los Angeles,556796,https://www.letras.com/gilberto-gil/556796/,Samba de Los Angeles de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Nightingale"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Samba de Los Angeles"",""url"":""556796""}', 'views': 45, 'lyrics': 'Olha que o samba foi\nFoi quebrando, foi\nFoi quebrando, foi\nFoi quebrar\nLá na beira do mar\n\n\nTanto que água mole\nEm pedra dura bate, que fura\nDa pedra rachar\nTanto que racha a rocha\nQue relaxa, afrouxa, que vira\nAreia do mar\nTanto que a areia arenga\nQue a sereia canta pelo pé\nQue areia pisar'}","{""album_name"":""Nightingale"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Samba de Los Angeles"",""url"":""556796""}",45,"Olha que o samba foi
Foi quebrando, foi
Foi quebrando, foi
Foi quebrar
Lá na beira do mar


Tanto que água mole
Em pedra dura bate, que fura
Da pedra rachar
Tanto que racha a rocha
Que relaxa, afrouxa, que vira
Areia do mar
Tanto que a areia arenga
Que a sereia canta pelo pé
Que areia pisar"
Samba do Avião,1250020,https://www.letras.com/gilberto-gil/1250020/,Samba do Avião de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Refavela"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Samba do Avião"",""url"":""1250020""}', 'views': 182, 'lyrics': 'Eparrê\nAroeira beira de mar\nCanôa Salve Deus e Tiago e Humaitá\nEta, costão de pedra dos home brabo do mar\nEh, Xangô, vê se me ajuda a chegar\n\n\nMinha alma canta\nVejo o Rio de Janeiro\nEstou morrendo de saudades\nRio, seu mar\nPraia sem fim\nRio, você foi feito prá mim\nCristo Redentor\nBraços abertos sobre a Guanabara\nEste samba é só porque\nRio, eu gosto de você\nA morena vai sambar\nSeu corpo todo balançar\nRio de sol, de céu, de mar\nDentro de um minuto estaremos no Galeão\nCopacabana, Copacabana\n\nCristo Redentor\nBraços abertos sobre a Guanabara\nEste samba é só porque\nRio, eu gosto de você\nA morena vai sambar\nSeu corpo todo balançar\nAperte o cinto, vamos chegar\nÁgua brilhando, olha a pista chegando\nE vamos nós\nPousar...'}","{""album_name"":""Refavela"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Samba do Avião"",""url"":""1250020""}",182,"Eparrê
Aroeira beira de mar
Canôa Salve Deus e Tiago e Humaitá
Eta, costão de pedra dos home brabo do mar
Eh, Xangô, vê se me ajuda a chegar


Minha alma canta
Vejo o Rio de Janeiro
Estou morrendo de saudades
Rio, seu mar
Praia sem fim
Rio, você foi feito prá mim
Cristo Redentor
Braços abertos sobre a Guanabara
Este samba é só porque
Rio, eu gosto de você
A morena vai sambar
Seu corpo todo balançar
Rio de sol, de céu, de mar
Dentro de um minuto estaremos no Galeão
Copacabana, Copacabana

Cristo Redentor
Braços abertos sobre a Guanabara
Este samba é só porque
Rio, eu gosto de você
A morena vai sambar
Seu corpo todo balançar
Aperte o cinto, vamos chegar
Água brilhando, olha a pista chegando
E vamos nós
Pousar..."
Samba Louco,345132,https://www.letras.com/gilberto-gil/345132/,Samba Louco de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Samba Louco"",""url"":""345132""}', 'views': 37, 'lyrics': 'olhe o meu samba\ntodo sem jeito\nsamba feito\nem contramão\ntodo quebrado\ndesafinado\nisto não é samba, não\n\n\nsamba desse jeito\nnão se pode conceber\nque melodia\nque harmonia de doer\n\nmas como sou louco\ntambém fiz um samba louco\ne esta loucura\njá não consigo entender'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Samba Louco"",""url"":""345132""}",37,"olhe o meu samba
todo sem jeito
samba feito
em contramão
todo quebrado
desafinado
isto não é samba, não


samba desse jeito
não se pode conceber
que melodia
que harmonia de doer

mas como sou louco
também fiz um samba louco
e esta loucura
já não consigo entender"
Sampa,585514,https://www.letras.com/gilberto-gil/585514/,Sampa de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Unplugged (Ao Vivo)"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sampa"",""url"":""585514""}', 'views': 348, 'lyrics': 'Alguma coisa acontece no meu coração\nQue só quando cruzo a Ipiranga e\nA Avenida São João\nÉ que quando eu cheguei por aqui\nEu nada entendi\nDa dura poesia concreta de tuas esquinas\nDa deselegância discreta de tuas meninas\nAinda não havia pra mim Rita Lee\nA tua mais completa tradução\nAlguma coisa acontece no meu coração\nQue só quando cruzo a Ipiranga e\nA Avenida São João\n\n\nQuando eu te encarei de frente a frente\nE não vi o meu rosto\nChamei de mau gosto o que vi, de\nMau gosto o mau gosto\nÉ que Narciso acha feio o que\nNão é espelho\nE a mente apavora o que ainda não é\nMesmo velho\nNada do que não era antes quando\nNão somos mutantes\nE foste um difícil começo, afasto\nO que não conheço\nE quem vem de outro sonho\nFeliz de cidade\nAprende depressa a chamar-te de\nRealidade\nPorque és o avesso do avesso\nDo avesso do avesso\n\nDo povo oprimido nas filas, nas\nVilas, favelas\nDa força da grana que ergue\nE destrói coisas belas\nDa feia fumaça que sobe apagando\nAs estrelas\nEu vejo seguir teus poetas de\nCampos, espaços\nTuas oficinas de florestas, teus\nDeuses da chuva\nPanaméricas de Áfricas utópicas, túmulo do samba\nMais possível novo Quilombo de Zumbi\nE os novos baianos passeiam na\nTua garoa\nE os novos baianos te podem\nCurtir numa boa'}","{""album_name"":""Unplugged (Ao Vivo)"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sampa"",""url"":""585514""}",348,"Alguma coisa acontece no meu coração
Que só quando cruzo a Ipiranga e
A Avenida São João
É que quando eu cheguei por aqui
Eu nada entendi
Da dura poesia concreta de tuas esquinas
Da deselegância discreta de tuas meninas
Ainda não havia pra mim Rita Lee
A tua mais completa tradução
Alguma coisa acontece no meu coração
Que só quando cruzo a Ipiranga e
A Avenida São João


Quando eu te encarei de frente a frente
E não vi o meu rosto
Chamei de mau gosto o que vi, de
Mau gosto o mau gosto
É que Narciso acha feio o que
Não é espelho
E a mente apavora o que ainda não é
Mesmo velho
Nada do que não era antes quando
Não somos mutantes
E foste um difícil começo, afasto
O que não conheço
E quem vem de outro sonho
Feliz de cidade
Aprende depressa a chamar-te de
Realidade
Porque és o avesso do avesso
Do avesso do avesso

Do povo oprimido nas filas, nas
Vilas, favelas
Da força da grana que ergue
E destrói coisas belas
Da feia fumaça que sobe apagando
As estrelas
Eu vejo seguir teus poetas de
Campos, espaços
Tuas oficinas de florestas, teus
Deuses da chuva
Panaméricas de Áfricas utópicas, túmulo do samba
Mais possível novo Quilombo de Zumbi
E os novos baianos passeiam na
Tua garoa
E os novos baianos te podem
Curtir numa boa"
Sandra,46242,https://www.letras.com/gilberto-gil/46242/,Sandra de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Refavela"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sandra"",""url"":""46242""}', 'views': 870, 'lyrics': 'Maria Aparecida, porque apareceu na vida\nMaria Sebastiana, porque Deus fez tão bonita\nMaria de Lourdes\nPorque me pediu uma canção pra ela\n\n\nCarmensita, porque ela sussurou: \\""Seja bem-vindo\\""\n(No meu ouvido)\nNa primeira noite quando nós chegamos no hospício\nE Lair, Lair\nPorque quis me ver e foi lá no hospício\n\nSalete fez chafé, que é um chá de café que eu gosto\nE naquela semana tomar chafé foi um vício\nAndréia na estréia\nNo segundo dia, meus laços de fita\n\nCíntia, porque, embora choque, rosa é cor bonita\nE Ana, porque parece uma cigana da ilha\nDulcina, porque\nÉ santa, é uma santa e me beijou na boca\n\nAzul, porque azul é cor, e cor é feminina\nEu sou tão inseguro porque o muro é muito alto\nE pra dar o salto\nMe amarro na torre no alto da montanha\n\nAmarradão na torre dá pra ir pro mundo inteiro\nE onde quer que eu vá no mundo, vejo a minha torre\nÉ só balançar\nQue a corda me leva de volta pra ela:\nOh, Sandra'}","{""album_name"":""Refavela"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sandra"",""url"":""46242""}",870,"Maria Aparecida, porque apareceu na vida
Maria Sebastiana, porque Deus fez tão bonita
Maria de Lourdes
Porque me pediu uma canção pra ela


Carmensita, porque ela sussurou: \""Seja bem-vindo\""
(No meu ouvido)
Na primeira noite quando nós chegamos no hospício
E Lair, Lair
Porque quis me ver e foi lá no hospício

Salete fez chafé, que é um chá de café que eu gosto
E naquela semana tomar chafé foi um vício
Andréia na estréia
No segundo dia, meus laços de fita

Cíntia, porque, embora choque, rosa é cor bonita
E Ana, porque parece uma cigana da ilha
Dulcina, porque
É santa, é uma santa e me beijou na boca

Azul, porque azul é cor, e cor é feminina
Eu sou tão inseguro porque o muro é muito alto
E pra dar o salto
Me amarro na torre no alto da montanha

Amarradão na torre dá pra ir pro mundo inteiro
E onde quer que eu vá no mundo, vejo a minha torre
É só balançar
Que a corda me leva de volta pra ela:
Oh, Sandra"
São João Carioca,1704568,https://www.letras.com/gilberto-gil/1704568/,São João Carioca de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Fé Na Festa"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""São João Carioca"",""url"":""1704568""}', 'views': 41, 'lyrics': 'O Rio de Janeiro vai ser só animação\nÉ forró, é alegria, é festa de São João\nO Rio de Janeiro vai ser só animação\nÉ forró, é alegria, é festa de São João\n\n\nSão Cristóvão, eu te convido pro chamego\nSão Conrado, vem que o fogo vai pegar\nSão Januário, pode vir com seu molejo\nDiga a São Sebastião que a festa vai começar\nSão Judas Tadeu, Santo Antônio, Santa Bárbara\nTraga São Vicente, São Bento e muita energia\nSão José, São Jorge e São João Batista\nSanta Marta, todo mundo vai cair nessa folia\n\nNo Rio de Janeiro vai ter festa pra chuchu\nNa praça da Zona Norte, na praça da Zona Sul\nNo Rio de Janeiro vai ter festa pra chuchu\nNa praça da Zona Norte, na praça da Zona Sul\n\nVem Flamengo, Madureira, Botafogo\nVem pro jogo lindo que nem futebol\nNas firulas do baião e do xaxado\nDriblando tristeza e fado, dançando de sol a sol\nA cidade será tão maravilhosa\nQuanto mais acesa no seu coração\nEstiver sua fogueira, sua brasa\nAquecendo sua casa, ardendo sua paixão'}","{""album_name"":""Fé Na Festa"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""São João Carioca"",""url"":""1704568""}",41,"O Rio de Janeiro vai ser só animação
É forró, é alegria, é festa de São João
O Rio de Janeiro vai ser só animação
É forró, é alegria, é festa de São João


São Cristóvão, eu te convido pro chamego
São Conrado, vem que o fogo vai pegar
São Januário, pode vir com seu molejo
Diga a São Sebastião que a festa vai começar
São Judas Tadeu, Santo Antônio, Santa Bárbara
Traga São Vicente, São Bento e muita energia
São José, São Jorge e São João Batista
Santa Marta, todo mundo vai cair nessa folia

No Rio de Janeiro vai ter festa pra chuchu
Na praça da Zona Norte, na praça da Zona Sul
No Rio de Janeiro vai ter festa pra chuchu
Na praça da Zona Norte, na praça da Zona Sul

Vem Flamengo, Madureira, Botafogo
Vem pro jogo lindo que nem futebol
Nas firulas do baião e do xaxado
Driblando tristeza e fado, dançando de sol a sol
A cidade será tão maravilhosa
Quanto mais acesa no seu coração
Estiver sua fogueira, sua brasa
Aquecendo sua casa, ardendo sua paixão"
"São João, Xangô Menino",585515,https://www.letras.com/gilberto-gil/585515/,"São João, Xangô Menino de Gilberto Gil","{'windowPageArgs': '{""album_name"":""Gilberto Gil (Ao Vivo)"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""São João, Xangô Menino"",""url"":""585515""}', 'views': 168, 'lyrics': 'Ai, Xangô, Xangô menino\nDa fogueira de São João\nQuero ser sempre o menino, Xangô\nDa fogueira de São João\n\n\nCéu de estrela sem destino\nDe beleza sem razão\nTome conta do destino, Xangô\nDa beleza e da razão\n\nViva São João\nViva o milho verde\nViva São João\nViva o brilho verde\nViva São João\nDas matas de Oxossi\nViva São João\n\nOlha pro céu, meu amor\nVeja como ele está lindo\nNoite tão fria de junho, Xangô\nCanto tanto canto lindo\n\nFogo, fogo de artifício\nQuero ser sempre o menino\nAs estrelas deste mundo, Xangô\nAi, São João, Xangô Menino\n\nViva São João\nViva Refazenda\nViva São João\nViva Dominguinhos\nViva São João\nViva Qualquer Coisa\nViva São João\nGal Canta Caymmi\nViva São João\nPássaro Proibido\nViva São João'}","{""album_name"":""Gilberto Gil (Ao Vivo)"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""São João, Xangô Menino"",""url"":""585515""}",168,"Ai, Xangô, Xangô menino
Da fogueira de São João
Quero ser sempre o menino, Xangô
Da fogueira de São João


Céu de estrela sem destino
De beleza sem razão
Tome conta do destino, Xangô
Da beleza e da razão

Viva São João
Viva o milho verde
Viva São João
Viva o brilho verde
Viva São João
Das matas de Oxossi
Viva São João

Olha pro céu, meu amor
Veja como ele está lindo
Noite tão fria de junho, Xangô
Canto tanto canto lindo

Fogo, fogo de artifício
Quero ser sempre o menino
As estrelas deste mundo, Xangô
Ai, São João, Xangô Menino

Viva São João
Viva Refazenda
Viva São João
Viva Dominguinhos
Viva São João
Viva Qualquer Coisa
Viva São João
Gal Canta Caymmi
Viva São João
Pássaro Proibido
Viva São João"
Sarará Miolo,345133,https://www.letras.com/gilberto-gil/345133/,Sarará Miolo de Gilberto Gil,"{'windowPageArgs': '{""album_name"":""Realce"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sarará Miolo"",""url"":""345133""}', 'views': 355, 'lyrics': 'sara, sara, sara, sarará\nsara, sara, sara, sarará\nsarará miolo\n\n\nsara, sara, sara cura\ndessa doença de branco\nsara, sara, sara cura\ndessa doença de branco\nde querer cabelo liso\njá tendo cabelo louro\ncabelo duro é preciso\nque é para ser você, crioulo'}","{""album_name"":""Realce"",""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sarará Miolo"",""url"":""345133""}",355,"sara, sara, sara, sarará
sara, sara, sara, sarará
sarará miolo


sara, sara, sara cura
dessa doença de branco
sara, sara, sara cura
dessa doença de branco
de querer cabelo liso
já tendo cabelo louro
cabelo duro é preciso
que é para ser você, crioulo"
Sargento Pimenta e a Banda Solidão,585516,https://www.letras.com/gilberto-gil/585516/,Sargento Pimenta e a Banda Solidão de Gilberto Gil,"{'windowPageArgs': '{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sargento Pimenta e a Banda Solidão"",""url"":""585516""}', 'views': 45, 'lyrics': 'Há vinte anos o sargento fez \nSua banda pra tocar pra nós\nHoje já tanto tempo depois\nSempre o mesmo pique e solidez\nAgora, aqui, mais uma vez\nApresentamos pra vocês\nSargento Pimenta e a Banda Solidão \n\n\nSargento Pimenta e a Solidão \nQue todos curtam pra valer\nSargento Pimenta e a Solidão\nAté o dia amanhecer\nSargento Pimenta, Sargento Pimenta\nSargento Pimenta e a Banda Solidão\n\nQue maravilha estar aqui\nÉ grande a emoção\nPlatéia tão bonita assim \nEu até mesmo levaria pra casa, no fim\n\nMais uma coisa só para avisar\nAntes da nossa banda atacar\nÉ que já na primeira canção\nTodos devem cantar o refrão\nSem mais cascatas, com vocês\nO que arrebata a multidão:\nSargento Pimenta e a banda Solidão'}","{""artist_name"":""Gilberto Gil"",""dns"":""gilberto-gil"",""genre"":""mpb"",""lyric_lang"":""pt"",""page"":""lyric"",""track_name"":""Sargento Pimenta e a Banda Solidão"",""url"":""585516""}",45,"Há vinte anos o sargento fez 
Sua banda pra tocar pra nós
Hoje já tanto tempo depois
Sempre o mesmo pique e solidez
Agora, aqui, mais uma vez
Apresentamos pra vocês
Sargento Pimenta e a Banda Solidão 


Sargento Pimenta e a Solidão 
Que todos curtam pra valer
Sargento Pimenta e a Solidão
Até o dia amanhecer
Sargento Pimenta, Sargento Pimenta
Sargento Pimenta e a Banda Solidão

Que maravilha estar aqui
É grande a emoção
Platéia tão bonita assim 
Eu até mesmo levaria pra casa, no fim

Mais uma coisa só para avisar
Antes da nossa banda atacar
É que já na primeira canção
Todos devem cantar o refrão
Sem mais cascatas, com vocês
O que arrebata a multidão:
Sargento Pimenta e a banda Solidão"
